id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed
1144,320,Mastercard,Debit,5621833591257811.0,10/2012,690,YES,3,11696.0,2008-02-01,2015
2852,150,Discover,Credit,6252296592576200.0,05/2020,976,YES,3,22400.0,2004-05-01,2015
2505,150,Mastercard,Debit,5331973058778545.0,09/2021,39,YES,2,16872.0,2006-04-01,2010
5775,150,Visa,Debit,4566084725252874.0,06/2018,347,YES,2,7202.0,2001-12-01,2016
1580,1471,Mastercard,Credit,5171329824996070.0,02/2024,23,YES,1,5900.0,2020-02-01,2020
3094,1471,Mastercard,Credit,5155511243348834.0,02/2020,151,YES,1,7900.0,2011-05-01,2011
4326,1050,Mastercard,Debit,5044933895270370.0,04/2022,812,YES,2,2072.0,2010-08-01,2010
3472,1050,Mastercard,Debit,5254337924232892.0,07/2024,93,YES,2,10224.0,2010-06-01,2016
5214,1050,Visa,Debit (Prepaid),4475716128209829.0,11/2019,237,YES,2,49.0,2010-10-01,2010
2661,207,Visa,Credit,4842107930686432.0,01/2022,786,YES,1,7700.0,2010-04-01,2010
2506,207,Mastercard,Debit,5584705161928725.0,05/2023,188,YES,1,16266.0,2006-04-01,2007
2143,207,Mastercard,Debit (Prepaid),5657038959779902.0,12/2015,742,YES,2,9.0,2007-03-01,2015
2260,207,Visa,Debit,4149979947275486.0,02/2021,426,YES,2,5141.0,2010-03-01,2010
385,207,Visa,Credit,4612008256325596.0,09/2022,929,YES,1,5800.0,2019-01-01,2019
5002,798,Amex,Credit,328676000000000.0,08/2010,66,YES,1,13900.0,2004-10-01,2010
2833,798,Visa,Credit,4075750138489651.0,07/2022,157,YES,2,19700.0,2002-05-01,2011
5870,798,Visa,Debit,4415565987469377.0,09/2020,811,YES,2,29740.0,2006-12-01,2011
963,798,Visa,Debit,4905345487591741.0,07/2023,814,YES,2,30039.0,1998-02-01,2010
2693,1207,Mastercard,Credit,5670831659213511.0,11/2020,143,YES,1,16800.0,2012-04-01,2012
6056,1207,Visa,Debit,4093103228262000.0,08/2021,507,YES,1,17010.0,2011-12-01,2011
5805,1207,Discover,Credit,6135310578604021.0,01/2014,814,YES,2,22800.0,2004-12-01,2016
3138,1012,Visa,Debit,4078119028995757.0,12/2022,754,YES,1,21086.0,2013-05-01,2013
3580,1012,Mastercard,Debit,5893405968354192.0,08/2015,336,YES,1,14531.0,2014-06-01,2014
4896,844,Mastercard,Credit,5516761014693880.0,12/2024,683,NO,2,8900.0,2016-09-01,2016
3445,844,Visa,Credit,4150285670737087.0,05/2013,896,YES,1,10000.0,2009-06-01,2016
5234,334,Mastercard,Debit,5526459784807779.0,04/2022,100,YES,1,14227.0,2011-10-01,2012
5595,334,Discover,Credit,6179911986106180.0,04/2021,135,YES,2,11200.0,2010-11-01,2010
2522,334,Amex,Credit,320108000000000.0,02/2020,764,YES,1,9500.0,2007-04-01,2010
5964,1100,Mastercard,Debit,5574826533473281.0,06/2021,598,YES,1,14532.0,2009-12-01,2020
5079,1100,Mastercard,Debit,5689403704245010.0,10/2024,108,YES,1,30044.0,2007-10-01,2011
5885,1740,Mastercard,Debit,5823990893060364.0,05/2011,972,YES,2,23189.0,2007-12-01,2008
2382,1740,Mastercard,Debit,5039643704248503.0,01/2021,50,YES,1,20612.0,2019-03-01,2019
1584,1740,Mastercard,Debit,5489350596141116.0,11/2021,288,YES,2,22424.0,2020-02-01,2020
5338,1740,Mastercard,Debit,5691295319611631.0,10/2019,19,YES,1,17748.0,2019-10-01,2019
2898,1184,Mastercard,Debit,5561480222242748.0,05/2020,302,YES,1,39751.0,2006-05-01,2007
6107,1184,Mastercard,Debit,5665263552569686.0,12/2015,279,YES,1,27876.0,2015-12-01,2015
4202,1184,Mastercard,Debit,5091620986065392.0,11/2023,902,YES,2,21743.0,2007-08-01,2007
4897,1184,Mastercard,Debit,5989681266336088.0,08/2023,683,YES,2,21120.0,2016-09-01,2016
3932,1184,Mastercard,Debit,5827454191464284.0,07/2020,580,YES,1,29828.0,2010-07-01,2011
2104,200,Discover,Credit,6988770500713547.0,04/2007,936,YES,2,14600.0,2006-03-01,2014
2875,200,Amex,Credit,342172000000000.0,04/2023,59,YES,2,1400.0,2005-05-01,2009
1339,200,Mastercard,Debit,5950906892579658.0,03/2014,93,YES,1,18552.0,2014-02-01,2014
3970,1446,Mastercard,Debit,5886248864335240.0,02/2020,334,YES,2,14624.0,2011-07-01,2015
3160,1446,Amex,Credit,351995000000000.0,12/2022,441,YES,2,2600.0,2015-05-01,2015
1857,1446,Visa,Debit (Prepaid),4381421188201284.0,06/2022,539,YES,3,84.0,2020-02-01,2020
3181,1446,Visa,Debit,4770102025264543.0,02/2020,63,NO,1,9915.0,2016-05-01,2016
2002,1263,Mastercard,Debit,5071178142278668.0,01/2021,738,YES,2,9094.0,1993-03-01,2011
140,1263,Visa,Debit,4195281570309951.0,12/2020,740,YES,1,16513.0,2007-01-01,2011
1445,1263,Discover,Credit,6270499029618526.0,02/2020,54,YES,1,8700.0,2020-02-01,2020
5859,776,Mastercard,Debit,5370555414100106.0,10/2020,89,YES,1,48344.0,2006-12-01,2006
3105,776,Visa,Debit,4147569007175929.0,07/2020,384,YES,2,25020.0,2011-05-01,2011
354,890,Mastercard,Debit,5029029711457489.0,09/2023,75,YES,1,19573.0,2016-01-01,2016
5799,890,Visa,Credit,4983572770371790.0,05/2022,261,NO,2,16500.0,2003-12-01,2011
1135,1445,Amex,Credit,388852000000000.0,02/2022,934,YES,1,11000.0,2008-02-01,2010
5753,1445,Discover,Credit,6800970747167326.0,04/2022,163,YES,2,10200.0,1997-12-01,2011
3722,1445,Visa,Credit,4653647692892129.0,04/2020,933,YES,2,12800.0,2004-07-01,2006
4716,1445,Mastercard,Debit,5921922339179106.0,01/2022,885,YES,2,14029.0,2009-09-01,2010
2899,1445,Mastercard,Debit,5075248077516623.0,08/2022,860,YES,2,11641.0,2006-05-01,2010
562,74,Mastercard,Debit,5419249022493269.0,01/2020,523,YES,1,15568.0,2020-01-01,2020
4027,74,Visa,Debit,4135630980212808.0,06/2022,74,YES,1,19746.0,2014-07-01,2014
1307,74,Visa,Debit,4901356321424938.0,07/2020,92,NO,1,17682.0,2012-02-01,2012
4060,797,Visa,Credit,4992091996146632.0,11/2023,627,NO,2,4400.0,2017-07-01,2017
4095,797,Visa,Debit,4536417512741953.0,12/1999,686,YES,1,34886.0,1999-08-01,2010
350,797,Visa,Debit,4627972690876314.0,06/2021,920,YES,1,20779.0,2015-01-01,2015
818,797,Visa,Debit,4324511886426075.0,01/2020,143,YES,2,32922.0,2020-01-01,2020
3127,797,Visa,Debit,4780648737008531.0,01/2019,156,YES,2,42491.0,2012-05-01,2012
4391,797,Mastercard,Debit,5703345270711624.0,11/2023,711,YES,1,24550.0,2012-08-01,2012
2839,797,Mastercard,Debit,5326004022460542.0,04/2023,904,YES,1,36309.0,2003-05-01,2006
5339,797,Mastercard,Debit,5801528715979981.0,03/2023,805,YES,2,27817.0,2019-10-01,2019
5428,797,Mastercard,Debit,5493144869722779.0,05/2021,307,YES,1,28912.0,2005-11-01,2012
4968,1917,Mastercard,Debit (Prepaid),5180494711434598.0,03/2019,412,YES,1,66.0,2002-10-01,2011
5556,1917,Amex,Credit,341912000000000.0,06/2024,300,YES,2,13000.0,2009-11-01,2009
2129,1917,Visa,Debit,4592739942111814.0,03/2021,512,YES,2,20428.0,2006-03-01,2009
5803,1917,Amex,Credit,371161000000000.0,12/2021,521,YES,2,8600.0,2004-12-01,2009
4076,547,Mastercard,Debit (Prepaid),5650397088790791.0,01/2020,359,YES,2,104.0,2019-07-01,2019
4461,547,Mastercard,Debit,5886374501408309.0,01/2019,7,YES,1,16102.0,2017-08-01,2017
5298,547,Visa,Debit,4234149459347906.0,09/2024,314,YES,1,14995.0,2014-10-01,2014
5526,547,Mastercard,Debit,5656868060475089.0,10/2011,891,NO,1,20998.0,2008-11-01,2008
4489,201,Mastercard,Credit,5392066860810670.0,10/2021,353,YES,1,6900.0,1995-09-01,2009
5236,201,Mastercard,Debit,5081378671244252.0,12/2016,401,YES,1,11679.0,2011-10-01,2011
2494,201,Visa,Credit,4825820548818212.0,11/2024,558,YES,1,10100.0,2005-04-01,2013
2531,1812,Mastercard,Debit,5995209262760871.0,04/2023,430,NO,1,33557.0,2007-04-01,2013
564,1812,Mastercard,Debit (Prepaid),5638069209131411.0,11/2022,466,NO,1,19.0,2020-01-01,2020
6068,1379,Mastercard,Debit,5855558054744018.0,06/2023,878,YES,1,18784.0,2012-12-01,2012
2604,1379,Mastercard,Debit,5800056520721648.0,02/2021,92,YES,1,16668.0,2009-04-01,2009
4796,1379,Visa,Credit,4164100335475856.0,10/2022,338,YES,1,10300.0,2010-09-01,2010
5215,1379,Visa,Debit,4808036256579380.0,11/2017,592,YES,2,12460.0,2010-10-01,2010
2900,1053,Mastercard,Credit,5506401194150443.0,07/2021,939,YES,3,9200.0,2006-05-01,2009
2311,1053,Mastercard,Debit,5546844697242389.0,05/2018,523,NO,2,21166.0,2013-03-01,2013
3771,1053,Mastercard,Debit (Prepaid),5546611218301214.0,03/2020,223,YES,1,61.0,2006-07-01,2011
1863,955,Visa,Credit,4732842191322148.0,06/2022,847,YES,2,1100.0,2020-02-01,2020
565,955,Mastercard,Debit,5613716530357430.0,04/2021,405,YES,1,20576.0,2020-01-01,2020
5723,955,Mastercard,Debit,5884682122700418.0,11/2022,856,YES,1,13254.0,2016-11-01,2016
1366,955,Mastercard,Debit,5653775383513655.0,09/2023,867,YES,2,12887.0,2016-02-01,2016
1367,856,Mastercard,Credit,5327278156671960.0,03/2018,105,YES,2,26800.0,2016-02-01,2016
4851,856,Mastercard,Debit,5524896778714385.0,05/2023,673,NO,1,62861.0,2013-09-01,2013
1285,856,Visa,Debit,4938580795028359.0,07/2015,12,NO,1,61399.0,2011-02-01,2011
2880,1361,Mastercard,Debit,5046881432224652.0,07/2013,229,YES,2,1513.0,2005-05-01,2008
4950,1361,Mastercard,Debit,5577172894705200.0,10/2020,459,YES,2,14767.0,2001-10-01,2012
2706,261,Visa,Debit,4234542365249677.0,02/2022,25,YES,1,23781.0,2012-04-01,2012
2589,261,Visa,Debit,4757706847861776.0,06/2008,121,YES,1,26891.0,2008-04-01,2010
6129,261,Visa,Debit,4373244578328861.0,05/2018,827,YES,1,32285.0,2016-12-01,2016
6076,261,Visa,Debit,4217828092270661.0,04/2021,909,YES,1,30650.0,2012-12-01,2012
30,261,Visa,Credit,4572295668772647.0,04/2022,795,YES,2,14200.0,2002-01-01,2006
4852,64,Mastercard,Debit,5127580610063404.0,01/2024,797,YES,1,17612.0,2013-09-01,2013
5429,64,Mastercard,Credit,5194937321345581.0,03/2020,811,YES,2,12200.0,2005-11-01,2020
1341,1151,Mastercard,Debit,5643282528177276.0,02/2018,475,YES,1,429.0,2014-02-01,2014
5006,1151,Mastercard,Credit,5421621953594431.0,09/2024,692,YES,2,100.0,2004-10-01,2004
2983,1151,Visa,Debit,4973211658227265.0,05/2022,524,YES,2,495.0,2008-05-01,2010
5279,356,Visa,Debit,4137526666130095.0,03/2020,698,YES,2,18395.0,2013-10-01,2013
5605,356,Mastercard,Debit,5464831011600293.0,09/2024,462,YES,1,21808.0,2010-11-01,2010
3132,356,Mastercard,Debit,5261666772953093.0,01/2018,761,YES,1,39192.0,2013-05-01,2013
3251,356,Mastercard,Debit,5812893386791853.0,07/2012,51,YES,2,14100.0,2003-06-01,2010
2312,356,Mastercard,Debit,5636837846692552.0,04/2021,859,YES,1,15771.0,2013-03-01,2013
3018,1393,Visa,Debit,4412200129683784.0,05/2021,930,YES,2,8845.0,2009-05-01,2010
1865,1393,Visa,Credit,4468863439550668.0,05/2024,156,NO,2,10000.0,2020-02-01,2020
824,865,Visa,Credit,4756798568797972.0,01/2020,94,YES,2,4000.0,2020-01-01,2020
4028,865,Visa,Debit,4557723574146816.0,04/2021,794,YES,2,27832.0,2014-07-01,2014
3832,865,Amex,Credit,322744000000000.0,07/2024,346,YES,1,9200.0,2008-07-01,2011
4356,865,Amex,Credit,312194000000000.0,10/2022,789,YES,2,2000.0,2011-08-01,2011
5237,865,Mastercard,Debit,5321173022884498.0,03/2021,666,NO,1,24546.0,2011-10-01,2011
4327,3,Mastercard,Debit (Prepaid),5568042569458348.0,04/2023,833,NO,1,80.0,2010-08-01,2010
2157,3,Visa,Debit (Prepaid),4642421771052120.0,01/2022,909,YES,1,65.0,2007-03-01,2010
4835,3,Mastercard,Debit (Prepaid),5175412661393752.0,08/2023,399,NO,1,62.0,2012-09-01,2012
3597,3,Visa,Debit,4075087878669701.0,05/2023,818,YES,2,13515.0,2015-06-01,2015
3787,754,Visa,Debit,4011865942072124.0,04/2021,749,YES,1,6138.0,2006-07-01,2016
5380,754,Mastercard,Debit,5528157431199960.0,07/2020,556,YES,2,8048.0,2002-11-01,2013
4122,754,Visa,Debit,4818819509291187.0,03/2022,727,YES,2,2898.0,2003-08-01,2008
6002,754,Mastercard,Debit,5016418727270137.0,09/2021,348,YES,1,9.0,2010-12-01,2013
2219,754,Mastercard,Debit,5298387414396125.0,11/2024,243,YES,2,4260.0,2009-03-01,2012
5450,754,Amex,Credit,337641000000000.0,08/2023,902,YES,2,10100.0,2006-11-01,2010
3423,148,Mastercard,Debit,5074266637803826.0,03/2017,211,YES,2,17471.0,2009-06-01,2012
2144,148,Mastercard,Debit,5286304797515163.0,12/2019,871,YES,1,14054.0,2007-03-01,2015
4288,148,Discover,Credit,6021090810005197.0,06/2024,397,NO,1,7600.0,2009-08-01,2009
5851,148,Discover,Credit,6125621291819591.0,04/2021,423,YES,1,17400.0,2006-12-01,2009
5585,148,Visa,Debit,4693550098600493.0,01/2020,358,YES,1,10077.0,2009-11-01,2009
2376,127,Visa,Debit,4521071637980158.0,08/2024,500,NO,2,10702.0,2018-03-01,2018
988,127,Mastercard,Credit,5210580835995043.0,04/2021,925,YES,1,10600.0,2001-02-01,2010
1086,127,Mastercard,Debit,5854998590853766.0,06/2017,732,YES,1,9180.0,2006-02-01,2020
4692,1675,Visa,Debit,4666278208440963.0,07/2016,682,YES,1,20074.0,2008-09-01,2011
3473,1675,Mastercard,Debit,5418223001029976.0,06/2021,550,NO,2,33746.0,2010-06-01,2010
2372,1675,Mastercard,Debit,5450223883062555.0,12/2023,64,NO,1,37722.0,2018-03-01,2018
1355,747,Mastercard,Credit,5297975423650578.0,01/2022,978,YES,2,6100.0,2015-02-01,2015
2287,747,Visa,Debit,4704027936633995.0,01/2013,486,YES,1,21952.0,2011-03-01,2011
2549,747,Visa,Debit,4893820018017248.0,02/2020,319,YES,1,18217.0,2007-04-01,2008
3119,747,Mastercard,Debit,5241795986089992.0,09/2017,783,YES,1,16565.0,2012-05-01,2012
2116,1942,Mastercard,Debit (Prepaid),5543220640561248.0,09/2021,154,YES,2,81.0,2006-03-01,2018
246,1942,Visa,Debit (Prepaid),4709797841612622.0,06/2022,186,YES,2,11.0,2010-01-01,2010
5781,1942,Mastercard,Debit,5622083190963613.0,06/2024,770,YES,2,0.0,2002-12-01,2009
6086,452,Mastercard,Debit (Prepaid),5461456632473048.0,06/2015,953,YES,1,57.0,2013-12-01,2013
5700,452,Mastercard,Debit,5480854171366544.0,06/2024,229,YES,1,24274.0,2014-11-01,2014
4249,452,Mastercard,Debit,5576250646108818.0,04/2021,837,YES,1,33166.0,2008-08-01,2009
1866,452,Visa,Debit,4957232481366756.0,12/2024,916,YES,1,21820.0,2020-02-01,2020
4451,452,Visa,Debit,4916726529470752.0,02/2020,702,YES,2,19264.0,2015-08-01,2015
4250,1534,Mastercard,Debit,5850069301598701.0,03/2021,390,YES,1,26136.0,2008-08-01,2009
6102,1534,Mastercard,Debit,5002425450787708.0,03/2024,269,YES,1,27771.0,2014-12-01,2014
2947,1086,Visa,Debit,4440995001444541.0,09/2021,944,YES,1,17117.0,2007-05-01,2010
5301,1086,Amex,Credit,318193000000000.0,11/2024,192,YES,2,5400.0,2015-10-01,2015
5115,758,Mastercard,Debit,5756920187269829.0,05/2024,707,NO,2,19127.0,2008-10-01,2012
2662,758,Visa,Credit,4525162655452086.0,06/2024,626,YES,1,9200.0,2010-04-01,2013
2181,758,Mastercard,Debit,5399696839533551.0,05/2020,371,YES,2,5553.0,2008-03-01,2015
5931,758,Mastercard,Debit (Prepaid),5186584998717863.0,05/2021,636,YES,1,75.0,2008-12-01,2008
5360,758,Visa,Credit,4927583161098663.0,04/2003,720,YES,1,7900.0,1999-11-01,2005
355,1221,Mastercard,Debit,5911728602130706.0,03/2020,650,YES,1,14892.0,2016-01-01,2016
4561,1221,Visa,Credit,4002059636609265.0,06/2023,735,YES,1,8500.0,2004-09-01,2011
4774,1221,Mastercard,Credit,5950660218711311.0,05/2021,874,YES,1,8500.0,2010-09-01,2011
4693,1221,Visa,Credit,4173425142689190.0,09/2020,872,NO,2,7400.0,2008-09-01,2011
3281,1248,Visa,Debit,4737713633389782.0,11/2008,17,YES,1,14725.0,2004-06-01,2008
5787,1248,Amex,Credit,377035000000000.0,07/2020,451,YES,1,9600.0,2003-12-01,2010
5320,1248,Amex,Credit,338138000000000.0,12/2017,258,YES,2,11000.0,2017-10-01,2017
4117,597,Mastercard,Credit,5504414498996972.0,08/2020,997,YES,1,30400.0,2003-08-01,2011
4540,597,Visa,Debit,4682047932663844.0,01/2023,822,YES,2,76343.0,2003-09-01,2014
2532,597,Mastercard,Debit,5851699919509664.0,02/2024,217,YES,2,46070.0,2007-04-01,2008
5022,597,Mastercard,Credit,5403277732999672.0,04/2023,647,NO,2,14900.0,2005-10-01,2009
3414,597,Amex,Credit,309434000000000.0,08/2023,534,YES,1,27500.0,2009-06-01,2009
5346,597,Visa,Debit,4095586317435844.0,07/2007,383,NO,1,3134.0,1992-11-01,2011
3518,1213,Mastercard,Debit (Prepaid),5849967926572948.0,02/2021,649,YES,1,67.0,2011-06-01,2011
3106,1213,Visa,Debit,4257444870981173.0,02/2020,297,YES,1,13905.0,2011-05-01,2011
3270,1213,Discover,Credit,6856082880767974.0,01/2021,86,YES,1,12300.0,2004-06-01,2013
5648,619,Mastercard,Debit,5012988615180480.0,03/2021,541,YES,1,23220.0,2011-11-01,2011
3348,619,Mastercard,Debit,5531418228277739.0,06/2021,20,YES,2,33319.0,2007-06-01,2010
5,619,Visa,Debit,4657824650820465.0,04/2024,245,YES,2,21883.0,1997-01-01,2012
4519,619,Mastercard,Debit,5415811108637059.0,05/2023,230,YES,1,39606.0,2002-09-01,2008
4717,394,Mastercard,Debit,5853043877946018.0,06/2023,333,YES,1,23310.0,2009-09-01,2009
6057,394,Visa,Debit,4699535367725055.0,06/2023,544,YES,1,22015.0,2011-12-01,2011
2663,394,Visa,Debit,4130599250567062.0,05/2023,25,YES,2,23884.0,2010-04-01,2010
4341,394,Visa,Debit,4662668880756908.0,07/2021,740,NO,2,25808.0,2010-08-01,2010
1874,1376,Visa,Credit,4161224797334572.0,06/2021,445,YES,2,4500.0,2020-02-01,2020
4871,1376,Mastercard,Debit,5699284619972487.0,01/2021,318,YES,2,26531.0,2014-09-01,2014
3532,1376,Visa,Debit,4888780238652712.0,01/2022,905,YES,2,22641.0,2011-06-01,2011
2182,1376,Mastercard,Credit,5822242274317975.0,10/2023,304,YES,2,13100.0,2008-03-01,2015
160,837,Mastercard,Credit,5000790097162084.0,07/2024,232,YES,2,6700.0,2008-01-01,2009
2457,1257,Mastercard,Debit,5945155994376929.0,03/2021,310,YES,1,11102.0,2004-04-01,2012
2605,1257,Mastercard,Debit (Prepaid),5295522176690981.0,10/2021,577,NO,2,91.0,2009-04-01,2014
5071,1257,Amex,Credit,375440000000000.0,08/2021,402,YES,2,8100.0,2007-10-01,2009
4087,1966,Mastercard,Debit,5628413686894942.0,09/2021,490,YES,1,22679.0,1997-08-01,2014
2643,1966,Mastercard,Debit,5638732969366742.0,04/2023,854,YES,2,13326.0,2010-04-01,2010
6029,1966,Visa,Debit,4391016864300787.0,11/2020,883,YES,1,13778.0,2010-12-01,2015
4737,1966,Visa,Credit,4255500869023678.0,05/2016,402,YES,2,10400.0,2009-09-01,2011
3845,912,Mastercard,Debit,5303156731726906.0,08/2024,133,YES,1,29391.0,2008-07-01,2011
4197,912,Discover,Credit,6522396373079060.0,07/2023,764,YES,1,19000.0,2007-08-01,2011
5650,605,Mastercard,Debit,5070746550577514.0,03/2020,506,YES,1,14541.0,2011-11-01,2011
212,605,Visa,Credit,4542762527059522.0,12/2022,70,YES,1,13500.0,2009-01-01,2009
5061,605,Visa,Debit,4799699589870743.0,06/2021,178,YES,2,1484.0,2006-10-01,2011
5289,1362,Mastercard,Debit,5085312612570669.0,03/2023,845,NO,1,31192.0,2014-10-01,2014
0,1362,Amex,Credit,393314000000000.0,04/2024,866,YES,2,33900.0,1991-01-01,2014
2274,1362,Mastercard,Debit (Prepaid),5467215736629408.0,07/2023,98,YES,2,44.0,2011-03-01,2016
2145,1362,Mastercard,Debit,5566695688917047.0,03/2017,309,NO,2,29708.0,2007-03-01,2009
2965,1513,Mastercard,Credit,5634053342792528.0,07/2021,779,YES,1,27200.0,2008-05-01,2011
3933,1513,Mastercard,Debit,5335296190511129.0,10/2021,416,YES,1,36344.0,2010-07-01,2010
3546,1513,Mastercard,Credit,5257923747690161.0,11/2020,547,YES,2,8900.0,2012-06-01,2012
5886,1521,Mastercard,Debit,5993184597730650.0,01/2021,545,YES,2,1236.0,2007-12-01,2010
2495,1521,Visa,Debit,4118737033782452.0,12/2023,648,YES,1,11037.0,2005-04-01,2012
1066,1521,Visa,Credit,4141977020977863.0,09/2020,958,YES,2,5000.0,2005-02-01,2008
5887,564,Mastercard,Credit,5411382690193634.0,05/2023,604,YES,1,9700.0,2007-12-01,2011
3547,564,Mastercard,Debit,5943272696356193.0,03/2016,746,YES,2,14179.0,2012-06-01,2012
828,1583,Visa,Debit,4627841905437269.0,02/2020,382,YES,2,33605.0,2020-01-01,2020
3385,1583,Mastercard,Debit (Prepaid),5277291731808525.0,10/2023,656,NO,1,63.0,2008-06-01,2010
5724,1583,Mastercard,Debit (Prepaid),5499814764082703.0,03/2024,208,YES,1,84.0,2016-11-01,2016
4694,1885,Visa,Debit,4806392673999553.0,12/2012,788,YES,2,18733.0,2008-09-01,2014
4951,1885,Mastercard,Debit (Prepaid),5423227075379758.0,10/2006,812,YES,2,38.0,2001-10-01,2007
3424,1885,Mastercard,Debit,5077515394309071.0,12/2018,216,YES,1,21895.0,2009-06-01,2009
2435,1885,Visa,Credit,4338490944284662.0,04/2022,381,YES,2,8700.0,2002-04-01,2010
2383,401,Mastercard,Debit,5691373570423014.0,01/2020,797,YES,1,18829.0,2019-03-01,2019
5628,401,Visa,Debit,4568197311547979.0,02/2020,976,YES,1,16619.0,2010-11-01,2010
5643,401,Discover,Credit,6043138850528323.0,12/2022,36,NO,1,9700.0,2011-11-01,2012
4924,401,Mastercard,Credit,5641292346753762.0,07/2024,940,YES,2,2200.0,2019-09-01,2019
3004,401,Mastercard,Debit,5192267246661566.0,10/2024,412,YES,1,17691.0,2009-05-01,2009
1597,401,Mastercard,Debit,5053048068364098.0,08/2024,114,YES,1,11910.0,2020-02-01,2020
3035,401,Amex,Credit,321401000000000.0,04/2023,507,YES,2,11000.0,2010-05-01,2014
829,1666,Visa,Credit,4934752965828835.0,06/2022,217,YES,2,5800.0,2020-01-01,2020
2533,1666,Mastercard,Credit,5888017098066838.0,02/2009,395,YES,1,12700.0,2007-04-01,2015
178,1666,Visa,Debit,4081281007922347.0,05/2024,405,YES,1,17405.0,2008-01-01,2012
993,1666,Visa,Debit,4116719519692656.0,10/2020,930,YES,1,9418.0,2001-02-01,2012
1598,509,Mastercard,Credit,5125572827019758.0,09/2024,88,YES,1,9900.0,2020-02-01,2020
3446,509,Visa,Debit,4119030099012884.0,08/2022,613,YES,2,25292.0,2009-06-01,2009
4588,509,Visa,Debit,4262181069766792.0,07/2022,519,YES,1,12721.0,2005-09-01,2015
569,509,Mastercard,Debit,5679878136345109.0,12/2023,658,YES,1,13218.0,2020-01-01,2020
2644,954,Mastercard,Debit,5915880344129112.0,08/2024,471,YES,2,18320.0,2010-04-01,2010
2220,954,Mastercard,Debit,5935596537639790.0,11/2023,851,YES,1,20270.0,2009-03-01,2009
4416,954,Visa,Debit,4400219107299850.0,11/2013,542,YES,1,18254.0,2013-08-01,2013
5586,954,Visa,Debit,4089300388076101.0,10/2024,359,YES,1,24104.0,2009-11-01,2009
3548,832,Mastercard,Credit,5218196083865154.0,10/2024,647,YES,1,10900.0,2012-06-01,2012
2948,832,Visa,Debit,4981253351585415.0,09/2022,351,YES,1,23260.0,2007-05-01,2010
3107,832,Visa,Debit,4295278548240324.0,07/2024,380,NO,1,20776.0,2011-05-01,2011
570,832,Mastercard,Debit,5355282965831676.0,02/2020,110,YES,2,15741.0,2020-01-01,2020
2362,1046,Mastercard,Credit,5861740201459988.0,12/2020,366,YES,2,7300.0,2017-03-01,2017
6,1046,Amex,Credit,394585000000000.0,02/1999,302,YES,2,9400.0,1998-01-01,2011
3259,1046,Visa,Debit,4890055017613535.0,04/2021,956,YES,2,10124.0,2003-06-01,2018
9,1046,Amex,Credit,357983000000000.0,09/2020,72,YES,1,13000.0,1999-01-01,2005
4520,630,Mastercard,Debit,5384345955909701.0,02/2021,595,YES,2,18060.0,2002-09-01,2019
